ref_date_raw,start_year,geo,sex,age_group,indicator,value,uom,metric_type,quality_flag,ref_date,dguid,characteristic,uom_id,scalar_factor,scalar_id,vector,coordinate,symbol,terminated,decimals
2021/2022,2021,Alberta,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.4,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198148,89.1.2.5.4,,,1
2023/2024,2023,Alberta,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.2,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198148,89.1.2.5.4,,,1
2019/2020,2019,Alberta,Males,"Total, 18 years and over",Mood disorder,7.9,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198190,89.1.2.11.4,,,1
2021/2022,2021,Alberta,Males,"Total, 18 years and over",Mood disorder,8.7,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198190,89.1.2.11.4,,,1
2023/2024,2023,Alberta,Males,"Total, 18 years and over",Mood disorder,10.8,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198190,89.1.2.11.4,,,1
2019/2020,2019,Alberta,Males,"Total, 18 years and over",Anxiety disorder,7.1,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198197,89.1.2.12.4,,,1
2021/2022,2021,Alberta,Males,"Total, 18 years and over",Anxiety disorder,8.5,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198197,89.1.2.12.4,,,1
2023/2024,2023,Alberta,Males,"Total, 18 years and over",Anxiety disorder,,percent,percent,..,2023/2024,2021A000248,Percent,239,units,0,v1807198197,89.1.2.12.4,,,1
2019/2020,2019,Alberta,Males,"Total, 18 years and over","Cannabis use, past 12 months",29.3,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198218,89.1.2.15.4,,,1
2021/2022,2021,Alberta,Males,"Total, 18 years and over","Cannabis use, past 12 months",28.9,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198218,89.1.2.15.4,,,1
2023/2024,2023,Alberta,Males,"Total, 18 years and over","Cannabis use, past 12 months",23.7,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198218,89.1.2.15.4,,,1
2019/2020,2019,Alberta,Males,"Total, 18 years and over",Heavy drinking,24.6,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198246,89.1.2.19.4,,,1
2021/2022,2021,Alberta,Males,"Total, 18 years and over",Heavy drinking,24.4,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198246,89.1.2.19.4,,,1
2023/2024,2023,Alberta,Males,"Total, 18 years and over",Heavy drinking,22.4,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198246,89.1.2.19.4,,,1
2019/2020,2019,Alberta,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",66.8,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198260,89.1.2.23.4,,,1
2021/2022,2021,Alberta,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",64.1,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198260,89.1.2.23.4,,,1
2023/2024,2023,Alberta,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",60.7,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198260,89.1.2.23.4,,,1
2019/2020,2019,Alberta,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",63.5,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198295,89.1.3.3.4,,,1
2021/2022,2021,Alberta,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",50.2,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198295,89.1.3.3.4,,,1
2023/2024,2023,Alberta,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",48.1,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198295,89.1.3.3.4,,,1
2019/2020,2019,Alberta,Females,"Total, 18 years and over","Perceived mental health, fair or poor",10.9,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198302,89.1.3.4.4,,,1
2021/2022,2021,Alberta,Females,"Total, 18 years and over","Perceived mental health, fair or poor",16.2,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198302,89.1.3.4.4,,,1
2023/2024,2023,Alberta,Females,"Total, 18 years and over","Perceived mental health, fair or poor",19.9,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198302,89.1.3.4.4,,,1
2019/2020,2019,Alberta,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",22.6,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198309,89.1.3.5.4,,,1
2021/2022,2021,Alberta,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.6,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198309,89.1.3.5.4,,,1
2023/2024,2023,Alberta,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",25.2,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198309,89.1.3.5.4,,,1
2019/2020,2019,Alberta,Females,"Total, 18 years and over",Mood disorder,13.6,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198351,89.1.3.11.4,,,1
2021/2022,2021,Alberta,Females,"Total, 18 years and over",Mood disorder,15.1,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198351,89.1.3.11.4,,,1
2023/2024,2023,Alberta,Females,"Total, 18 years and over",Mood disorder,18.8,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198351,89.1.3.11.4,,,1
2019/2020,2019,Alberta,Females,"Total, 18 years and over",Anxiety disorder,12.7,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198358,89.1.3.12.4,,,1
2021/2022,2021,Alberta,Females,"Total, 18 years and over",Anxiety disorder,17.2,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198358,89.1.3.12.4,,,1
2023/2024,2023,Alberta,Females,"Total, 18 years and over",Anxiety disorder,,percent,percent,..,2023/2024,2021A000248,Percent,239,units,0,v1807198358,89.1.3.12.4,,,1
2019/2020,2019,Alberta,Females,"Total, 18 years and over","Cannabis use, past 12 months",22.1,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198379,89.1.3.15.4,,,1
2021/2022,2021,Alberta,Females,"Total, 18 years and over","Cannabis use, past 12 months",23.6,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198379,89.1.3.15.4,,,1
2023/2024,2023,Alberta,Females,"Total, 18 years and over","Cannabis use, past 12 months",22.1,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198379,89.1.3.15.4,,,1
2019/2020,2019,Alberta,Females,"Total, 18 years and over",Heavy drinking,15.8,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198407,89.1.3.19.4,,,1
2021/2022,2021,Alberta,Females,"Total, 18 years and over",Heavy drinking,15.1,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198407,89.1.3.19.4,,,1
2023/2024,2023,Alberta,Females,"Total, 18 years and over",Heavy drinking,15.6,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198407,89.1.3.19.4,,,1
2019/2020,2019,Alberta,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",69.4,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198435,89.1.3.23.4,,,1
2021/2022,2021,Alberta,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",65.3,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198435,89.1.3.23.4,,,1
2023/2024,2023,Alberta,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",60.2,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198435,89.1.3.23.4,,,1
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",62.4,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215114,95.1.1.3.4,,,1
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",53.0,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215114,95.1.1.3.4,,,1
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",49.1,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215114,95.1.1.3.4,,,1
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",9.8,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215121,95.1.1.4.4,,,1
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",16.0,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215121,95.1.1.4.4,,,1
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",17.7,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215121,95.1.1.4.4,,,1
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.2,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215128,95.1.1.5.4,,,1
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.3,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215128,95.1.1.5.4,,,1
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.6,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215128,95.1.1.5.4,,,1
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over",Mood disorder,9.9,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215170,95.1.1.11.4,,,1
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over",Mood disorder,12.4,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215170,95.1.1.11.4,,,1
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over",Mood disorder,14.4,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215170,95.1.1.11.4,,,1
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over",Anxiety disorder,9.4,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215177,95.1.1.12.4,,,1
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over",Anxiety disorder,12.3,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215177,95.1.1.12.4,,,1
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over",Anxiety disorder,,percent,percent,..,2023/2024,2021A000259,Percent,239,units,0,v1807215177,95.1.1.12.4,,,1
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",24.0,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215198,95.1.1.15.4,,,1
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",26.2,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215198,95.1.1.15.4,,,1
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",23.9,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215198,95.1.1.15.4,,,1
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over",Heavy drinking,18.7,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215226,95.1.1.19.4,,,1
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over",Heavy drinking,18.0,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215226,95.1.1.19.4,,,1
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over",Heavy drinking,19.0,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215226,95.1.1.19.4,,,1
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",69.5,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215254,95.1.1.23.4,,,1
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",67.3,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215254,95.1.1.23.4,,,1
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",61.3,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215254,95.1.1.23.4,,,1
2019/2020,2019,British Columbia,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",65.9,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215289,95.1.2.3.4,,,1
2021/2022,2021,British Columbia,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",57.1,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215289,95.1.2.3.4,,,1
2023/2024,2023,British Columbia,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",51.4,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215289,95.1.2.3.4,,,1
2019/2020,2019,British Columbia,Males,"Total, 18 years and over","Perceived mental health, fair or poor",8.9,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215296,95.1.2.4.4,,,1
2021/2022,2021,British Columbia,Males,"Total, 18 years and over","Perceived mental health, fair or poor",13.5,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215296,95.1.2.4.4,,,1
2023/2024,2023,British Columbia,Males,"Total, 18 years and over","Perceived mental health, fair or poor",17.2,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215296,95.1.2.4.4,,,1
2019/2020,2019,British Columbia,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.4,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215303,95.1.2.5.4,,,1
2021/2022,2021,British Columbia,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.6,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215303,95.1.2.5.4,,,1
2023/2024,2023,British Columbia,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.3,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215303,95.1.2.5.4,,,1
2019/2020,2019,British Columbia,Males,"Total, 18 years and over",Mood disorder,7.6,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215345,95.1.2.11.4,,,1
2021/2022,2021,British Columbia,Males,"Total, 18 years and over",Mood disorder,9.4,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215345,95.1.2.11.4,,,1
2023/2024,2023,British Columbia,Males,"Total, 18 years and over",Mood disorder,11.4,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215345,95.1.2.11.4,,,1
2019/2020,2019,British Columbia,Males,"Total, 18 years and over",Anxiety disorder,7.1,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215352,95.1.2.12.4,,,1
2021/2022,2021,British Columbia,Males,"Total, 18 years and over",Anxiety disorder,8.1,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215352,95.1.2.12.4,,,1
2023/2024,2023,British Columbia,Males,"Total, 18 years and over",Anxiety disorder,,percent,percent,..,2023/2024,2021A000259,Percent,239,units,0,v1807215352,95.1.2.12.4,,,1
2019/2020,2019,British Columbia,Males,"Total, 18 years and over","Cannabis use, past 12 months",28.2,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215373,95.1.2.15.4,,,1
2021/2022,2021,British Columbia,Males,"Total, 18 years and over","Cannabis use, past 12 months",29.3,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215373,95.1.2.15.4,,,1
2023/2024,2023,British Columbia,Males,"Total, 18 years and over","Cannabis use, past 12 months",27.4,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215373,95.1.2.15.4,,,1
2019/2020,2019,British Columbia,Males,"Total, 18 years and over",Heavy drinking,21.9,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215401,95.1.2.19.4,,,1
2021/2022,2021,British Columbia,Males,"Total, 18 years and over",Heavy drinking,21.2,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215401,95.1.2.19.4,,,1
2023/2024,2023,British Columbia,Males,"Total, 18 years and over",Heavy drinking,21.1,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215401,95.1.2.19.4,,,1
2019/2020,2019,British Columbia,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",67.7,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215415,95.1.2.23.4,,,1
2021/2022,2021,British Columbia,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",65.3,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215415,95.1.2.23.4,,,1
2023/2024,2023,British Columbia,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",60.2,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215415,95.1.2.23.4,,,1
2019/2020,2019,British Columbia,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",59.2,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215450,95.1.3.3.4,,,1
2021/2022,2021,British Columbia,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",49.2,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215450,95.1.3.3.4,,,1
2023/2024,2023,British Columbia,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",46.8,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215450,95.1.3.3.4,,,1
2019/2020,2019,British Columbia,Females,"Total, 18 years and over","Perceived mental health, fair or poor",10.6,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215457,95.1.3.4.4,,,1
