ref_date_raw,start_year,geo,sex,age_group,indicator,value,uom,metric_type,quality_flag,ref_date,dguid,characteristic,uom_id,scalar_factor,scalar_id,vector,coordinate,symbol,terminated,decimals
2023/2024,2023,British Columbia,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",25.8,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215464,95.1.3.5.4,,,1
2019/2020,2019,British Columbia,Females,"Total, 18 years and over",Mood disorder,12.0,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215506,95.1.3.11.4,,,1
2021/2022,2021,British Columbia,Females,"Total, 18 years and over",Mood disorder,15.2,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215506,95.1.3.11.4,,,1
2023/2024,2023,British Columbia,Females,"Total, 18 years and over",Mood disorder,17.3,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215506,95.1.3.11.4,,,1
2019/2020,2019,British Columbia,Females,"Total, 18 years and over",Anxiety disorder,11.6,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215513,95.1.3.12.4,,,1
2021/2022,2021,British Columbia,Females,"Total, 18 years and over",Anxiety disorder,16.3,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215513,95.1.3.12.4,,,1
2023/2024,2023,British Columbia,Females,"Total, 18 years and over",Anxiety disorder,,percent,percent,..,2023/2024,2021A000259,Percent,239,units,0,v1807215513,95.1.3.12.4,,,1
2019/2020,2019,British Columbia,Females,"Total, 18 years and over","Cannabis use, past 12 months",19.9,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215534,95.1.3.15.4,,,1
2021/2022,2021,British Columbia,Females,"Total, 18 years and over","Cannabis use, past 12 months",23.3,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215534,95.1.3.15.4,,,1
2023/2024,2023,British Columbia,Females,"Total, 18 years and over","Cannabis use, past 12 months",20.6,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215534,95.1.3.15.4,,,1
2019/2020,2019,British Columbia,Females,"Total, 18 years and over",Heavy drinking,15.6,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215562,95.1.3.19.4,,,1
2021/2022,2021,British Columbia,Females,"Total, 18 years and over",Heavy drinking,14.9,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215562,95.1.3.19.4,,,1
2023/2024,2023,British Columbia,Females,"Total, 18 years and over",Heavy drinking,17.0,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215562,95.1.3.19.4,,,1
2019/2020,2019,British Columbia,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.2,percent,percent,,2019/2020,2021A000259,Percent,239,units,0,v1807215590,95.1.3.23.4,,,1
2021/2022,2021,British Columbia,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",69.2,percent,percent,,2021/2022,2021A000259,Percent,239,units,0,v1807215590,95.1.3.23.4,,,1
2023/2024,2023,British Columbia,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",62.4,percent,percent,,2023/2024,2021A000259,Percent,239,units,0,v1807215590,95.1.3.23.4,,,1
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",65.8,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264389,112.1.1.3.4,,,1
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",47.1,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264389,112.1.1.3.4,,,1
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",51.0,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264389,112.1.1.3.4,,,1
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",8.4,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264396,112.1.1.4.4,,,1
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",15.4,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264396,112.1.1.4.4,,,1
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",15.0,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264396,112.1.1.4.4,,,1
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",17.0,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264403,112.1.1.5.4,,,1
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",25.3,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264403,112.1.1.5.4,,,1
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.1,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264403,112.1.1.5.4,,,1
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over",Mood disorder,8.4,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264445,112.1.1.11.4,,,1
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over",Mood disorder,17.2,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264445,112.1.1.11.4,,,1
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over",Mood disorder,12.8,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264445,112.1.1.11.4,,,1
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over",Anxiety disorder,6.8,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264452,112.1.1.12.4,,,1
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over",Anxiety disorder,14.8,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264452,112.1.1.12.4,,,1
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over",Anxiety disorder,13.7,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264452,112.1.1.12.4,,,1
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",34.1,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264473,112.1.1.15.4,,,1
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",41.0,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264473,112.1.1.15.4,,,1
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",31.1,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264473,112.1.1.15.4,,,1
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over",Heavy drinking,22.1,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264501,112.1.1.19.4,,,1
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over",Heavy drinking,29.2,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264501,112.1.1.19.4,,,1
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over",Heavy drinking,21.3,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264501,112.1.1.19.4,,,1
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",83.6,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264529,112.1.1.23.4,,,1
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",76.7,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264529,112.1.1.23.4,,,1
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",72.4,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264529,112.1.1.23.4,,,1
2019/2020,2019,Yukon,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",67.9,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264564,112.1.2.3.4,,,1
2021/2022,2021,Yukon,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",56.3,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264564,112.1.2.3.4,,,1
2023/2024,2023,Yukon,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",53.6,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264564,112.1.2.3.4,,,1
2019/2020,2019,Yukon,Males,"Total, 18 years and over","Perceived mental health, fair or poor",7.2,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264571,112.1.2.4.4,,,1
2021/2022,2021,Yukon,Males,"Total, 18 years and over","Perceived mental health, fair or poor",12.0,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264571,112.1.2.4.4,,,1
2023/2024,2023,Yukon,Males,"Total, 18 years and over","Perceived mental health, fair or poor",13.5,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264571,112.1.2.4.4,,,1
2019/2020,2019,Yukon,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",16.1,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264578,112.1.2.5.4,,,1
2021/2022,2021,Yukon,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.1,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264578,112.1.2.5.4,,,1
2023/2024,2023,Yukon,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.6,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264578,112.1.2.5.4,,,1
2019/2020,2019,Yukon,Males,"Total, 18 years and over",Mood disorder,5.8,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264620,112.1.2.11.4,,,1
2021/2022,2021,Yukon,Males,"Total, 18 years and over",Mood disorder,13.1,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264620,112.1.2.11.4,,,1
2023/2024,2023,Yukon,Males,"Total, 18 years and over",Mood disorder,6.3,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264620,112.1.2.11.4,,,1
2019/2020,2019,Yukon,Males,"Total, 18 years and over",Anxiety disorder,3.1,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264627,112.1.2.12.4,,,1
2021/2022,2021,Yukon,Males,"Total, 18 years and over",Anxiety disorder,8.2,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264627,112.1.2.12.4,,,1
2023/2024,2023,Yukon,Males,"Total, 18 years and over",Anxiety disorder,7.0,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264627,112.1.2.12.4,,,1
2019/2020,2019,Yukon,Males,"Total, 18 years and over","Cannabis use, past 12 months",40.0,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264648,112.1.2.15.4,,,1
2021/2022,2021,Yukon,Males,"Total, 18 years and over","Cannabis use, past 12 months",47.1,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264648,112.1.2.15.4,,,1
2023/2024,2023,Yukon,Males,"Total, 18 years and over","Cannabis use, past 12 months",32.6,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264648,112.1.2.15.4,,,1
2019/2020,2019,Yukon,Males,"Total, 18 years and over",Heavy drinking,24.8,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264676,112.1.2.19.4,,,1
2021/2022,2021,Yukon,Males,"Total, 18 years and over",Heavy drinking,34.6,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264676,112.1.2.19.4,,,1
2023/2024,2023,Yukon,Males,"Total, 18 years and over",Heavy drinking,24.5,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264676,112.1.2.19.4,,,1
2019/2020,2019,Yukon,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",81.3,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264690,112.1.2.23.4,,,1
2021/2022,2021,Yukon,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",79.0,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264690,112.1.2.23.4,,,1
2023/2024,2023,Yukon,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",72.4,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264690,112.1.2.23.4,,,1
2019/2020,2019,Yukon,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",63.8,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264725,112.1.3.3.4,,,1
2021/2022,2021,Yukon,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",37.8,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264725,112.1.3.3.4,,,1
2023/2024,2023,Yukon,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",48.4,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264725,112.1.3.3.4,,,1
2019/2020,2019,Yukon,Females,"Total, 18 years and over","Perceived mental health, fair or poor",9.6,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264732,112.1.3.4.4,,,1
2021/2022,2021,Yukon,Females,"Total, 18 years and over","Perceived mental health, fair or poor",18.7,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264732,112.1.3.4.4,,,1
2023/2024,2023,Yukon,Females,"Total, 18 years and over","Perceived mental health, fair or poor",16.4,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264732,112.1.3.4.4,,,1
2019/2020,2019,Yukon,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",18.0,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264739,112.1.3.5.4,,,1
2021/2022,2021,Yukon,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",27.5,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264739,112.1.3.5.4,,,1
2023/2024,2023,Yukon,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",22.6,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264739,112.1.3.5.4,,,1
2019/2020,2019,Yukon,Females,"Total, 18 years and over",Mood disorder,11.2,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264781,112.1.3.11.4,,,1
2021/2022,2021,Yukon,Females,"Total, 18 years and over",Mood disorder,21.4,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264781,112.1.3.11.4,,,1
2023/2024,2023,Yukon,Females,"Total, 18 years and over",Mood disorder,19.1,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264781,112.1.3.11.4,,,1
2019/2020,2019,Yukon,Females,"Total, 18 years and over",Anxiety disorder,10.5,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264788,112.1.3.12.4,,,1
2021/2022,2021,Yukon,Females,"Total, 18 years and over",Anxiety disorder,21.5,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264788,112.1.3.12.4,,,1
2023/2024,2023,Yukon,Females,"Total, 18 years and over",Anxiety disorder,20.3,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264788,112.1.3.12.4,,,1
2019/2020,2019,Yukon,Females,"Total, 18 years and over","Cannabis use, past 12 months",28.3,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264809,112.1.3.15.4,,,1
2021/2022,2021,Yukon,Females,"Total, 18 years and over","Cannabis use, past 12 months",34.8,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264809,112.1.3.15.4,,,1
2023/2024,2023,Yukon,Females,"Total, 18 years and over","Cannabis use, past 12 months",29.6,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264809,112.1.3.15.4,,,1
2019/2020,2019,Yukon,Females,"Total, 18 years and over",Heavy drinking,19.3,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264837,112.1.3.19.4,,,1
2021/2022,2021,Yukon,Females,"Total, 18 years and over",Heavy drinking,23.8,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264837,112.1.3.19.4,,,1
2023/2024,2023,Yukon,Females,"Total, 18 years and over",Heavy drinking,18.3,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264837,112.1.3.19.4,,,1
2019/2020,2019,Yukon,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",85.8,percent,percent,,2019/2020,2021A000260,Percent,239,units,0,v1807264865,112.1.3.23.4,,,1
2021/2022,2021,Yukon,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",74.3,percent,percent,,2021/2022,2021A000260,Percent,239,units,0,v1807264865,112.1.3.23.4,,,1
2023/2024,2023,Yukon,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",72.3,percent,percent,,2023/2024,2021A000260,Percent,239,units,0,v1807264865,112.1.3.23.4,,,1
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",58.7,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269499,114.1.1.3.4,,,1
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",41.4,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269499,114.1.1.3.4,,,1
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",46.1,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269499,114.1.1.3.4,,,1
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",13.2,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269506,114.1.1.4.4,,,1
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",17.7,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269506,114.1.1.4.4,,,1
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",18.1,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269506,114.1.1.4.4,,,1
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.5,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269513,114.1.1.5.4,,,1
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.4,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269513,114.1.1.5.4,,,1
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",22.6,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269513,114.1.1.5.4,,,1
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over",Mood disorder,8.9,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269555,114.1.1.11.4,,,1
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over",Mood disorder,12.0,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269555,114.1.1.11.4,,,1
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over",Mood disorder,14.0,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269555,114.1.1.11.4,,,1
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over",Anxiety disorder,7.7,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269562,114.1.1.12.4,,,1
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over",Anxiety disorder,14.7,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269562,114.1.1.12.4,,,1
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over",Anxiety disorder,15.9,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269562,114.1.1.12.4,,,1
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",34.7,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269583,114.1.1.15.4,,,1
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",38.6,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269583,114.1.1.15.4,,,1
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",35.2,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269583,114.1.1.15.4,,,1
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over",Heavy drinking,31.1,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269611,114.1.1.19.4,,,1
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over",Heavy drinking,31.7,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269611,114.1.1.19.4,,,1
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over",Heavy drinking,24.8,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269611,114.1.1.19.4,,,1
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",79.3,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269639,114.1.1.23.4,,,1
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",75.3,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269639,114.1.1.23.4,,,1
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.6,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269639,114.1.1.23.4,,,1
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",63.5,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269674,114.1.2.3.4,,,1
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",47.1,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269674,114.1.2.3.4,,,1
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",51.9,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269674,114.1.2.3.4,,,1
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over","Perceived mental health, fair or poor",12.8,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269681,114.1.2.4.4,,,1
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over","Perceived mental health, fair or poor",14.0,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269681,114.1.2.4.4,,,1
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over","Perceived mental health, fair or poor",14.3,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269681,114.1.2.4.4,,,1
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",14.3,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269688,114.1.2.5.4,,,1
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",16.3,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269688,114.1.2.5.4,,,1
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.5,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269688,114.1.2.5.4,,,1
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over",Mood disorder,8.5,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269730,114.1.2.11.4,,,1
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over",Mood disorder,6.7,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269730,114.1.2.11.4,,,1
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over",Mood disorder,10.6,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269730,114.1.2.11.4,,,1
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over",Anxiety disorder,4.6,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269737,114.1.2.12.4,,,1
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over",Anxiety disorder,8.1,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269737,114.1.2.12.4,,,1
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over",Anxiety disorder,10.5,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269737,114.1.2.12.4,,,1
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over","Cannabis use, past 12 months",38.4,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269758,114.1.2.15.4,,,1
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over","Cannabis use, past 12 months",45.1,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269758,114.1.2.15.4,,,1
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over","Cannabis use, past 12 months",35.8,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269758,114.1.2.15.4,,,1
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over",Heavy drinking,34.9,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269786,114.1.2.19.4,,,1
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over",Heavy drinking,37.2,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269786,114.1.2.19.4,,,1
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over",Heavy drinking,25.9,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269786,114.1.2.19.4,,,1
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",72.2,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269800,114.1.2.23.4,,,1
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",77.6,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269800,114.1.2.23.4,,,1
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.4,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269800,114.1.2.23.4,,,1
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",53.8,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269835,114.1.3.3.4,,,1
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",35.6,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269835,114.1.3.3.4,,,1
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",40.3,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269835,114.1.3.3.4,,,1
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over","Perceived mental health, fair or poor",13.6,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269842,114.1.3.4.4,,,1
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over","Perceived mental health, fair or poor",21.5,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269842,114.1.3.4.4,,,1
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over","Perceived mental health, fair or poor",21.9,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269842,114.1.3.4.4,,,1
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",26.9,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269849,114.1.3.5.4,,,1
