ref_date_raw,start_year,geo,sex,age_group,indicator,value,ci_low,ci_high,uom,metric_type,quality_flag
2015,2015,New Brunswick,Both sexes,18 to 34 years,Consultation with a health professional about emotional or mental health,25.3,18.4,32.2,percent,percent,
2015,2015,New Brunswick,Both sexes,18 to 34 years,"Positive mental health, flourishing",84.0,78.9,89.2,percent,percent,
2015,2015,New Brunswick,Both sexes,18 to 34 years,Suicidal thoughts (15 years and over),19.8,13.9,25.8,percent,percent,E
2015,2015,New Brunswick,Both sexes,35 to 49 years,Consultation with a health professional about emotional or mental health,16.8,11.6,21.9,percent,percent,E
2015,2015,New Brunswick,Both sexes,35 to 49 years,"Positive mental health, flourishing",82.2,76.5,88.0,percent,percent,
2015,2015,New Brunswick,Both sexes,35 to 49 years,Suicidal thoughts (15 years and over),17.2,11.5,22.9,percent,percent,E
2015,2015,New Brunswick,Both sexes,50 to 64 years,Consultation with a health professional about emotional or mental health,17.1,12.5,21.7,percent,percent,
2015,2015,New Brunswick,Both sexes,50 to 64 years,"Positive mental health, flourishing",80.3,75.8,84.8,percent,percent,
2015,2015,New Brunswick,Both sexes,50 to 64 years,Suicidal thoughts (15 years and over),13.4,9.4,17.3,percent,percent,E
2015,2015,New Brunswick,Both sexes,65 years and over,Consultation with a health professional about emotional or mental health,7.7,4.6,10.7,percent,percent,E
2015,2015,New Brunswick,Both sexes,65 years and over,"Positive mental health, flourishing",86.1,82.0,90.2,percent,percent,
2015,2015,New Brunswick,Both sexes,65 years and over,Suicidal thoughts (15 years and over),6.9,3.7,10.1,percent,percent,E
2015,2015,New Brunswick,Both sexes,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,16.4,13.9,18.9,percent,percent,
2015,2015,New Brunswick,Both sexes,"Total, 12 years and over","Positive mental health, flourishing",83.2,80.8,85.6,percent,percent,
